;0;40;5;
;0;40;10;
;0;40;15;
;0;40;20;
;0;40;25;
;0;40;30;
;0;40;35;
;0;40;40;
;0;40;45;
;0;40;50;
;0;40;55;
;0;40;60;
;0;40;65;
;0;40;70;
;0;40;75;
;0;40;80;
;0;40;85;
;0;40;90;
;0;40;95;
;0;40;100;
;0;40;105;
;0;40;110;
;0;40;115;
;0;40;120;
;0;40;125;
;0;40;130;
;0;40;135;
;0;40;140;
;0;40;145;
;0;40;150;
;0;40;155;
;0;40;160;
;0;40;165;
;0;40;170;
;0;40;175;
;0;40;180;
;0;40;185;
;0;40;190;
;0;40;195;
;0;40;200;
;0;40;205;
;0;40;210;
;0;40;215;
;0;40;220;
;0;40;225;
;0;40;230;
;0;40;235;
;0;40;240;
;0;40;245;
;0;40;250;
;0;40;255;
;0;42;0;
;0;42;1;
;0;42;2;
;0;42;3;
;0;42;4;
;0;42;5;
;0;42;6;
;0;42;7;
;0;42;8;
;0;42;9;
;0;42;10;
;0;42;11;
;0;42;12;
;0;42;13;
;0;42;14;
;0;42;15;
;0;42;16;
;0;42;17;
;0;42;18;
;0;42;19;
;0;42;21;
;0;42;22;
;0;42;23;
;0;42;24;
;0;42;25;
;0;42;26;
;0;42;27;
;0;42;28;
;0;42;29;
;0;42;30;
;0;42;31;
;0;42;32;
;0;42;33;
;0;42;34;
;0;42;35;
;0;42;36;
;0;42;37;
;0;42;38;
;0;42;39;
;0;42;40;
;0;42;41;
;0;42;42;
;0;42;43;
;0;42;44;
;0;42;45;
;0;42;46;
;0;42;47;
;0;42;48;
;0;42;49;
;0;42;50;
;0;42;51;
;0;42;52;
;0;42;53;
;0;42;54;
;0;42;55;
;0;42;56;
;0;42;57;
;0;42;58;
;0;42;59;
;0;42;60;
;0;42;61;
;0;42;62;
;0;42;63;
;0;42;64;
;0;42;65;
;0;42;66;
;0;42;67;
;0;42;68;
;0;42;69;
;0;42;70;
;0;42;71;
;0;42;72;
;0;42;73;
;0;42;74;
;0;42;75;
;0;42;76;
;0;42;77;
;0;42;78;
;0;42;79;
;0;42;80;
;0;42;81;
;0;42;82;
;0;42;83;
;0;42;84;
;0;42;85;
;0;42;86;
;0;42;87;
;0;42;88;
;0;42;89;
;0;42;90;
;0;42;91;
;0;42;92;
;0;42;93;
;0;42;94;
;0;42;95;
;0;42;96;
;0;42;97;
;0;42;98;
;0;42;99;
;0;42;100;
;0;42;101;
;0;42;102;
;0;42;103;
;0;42;104;
;0;42;105;
;0;42;106;
;0;42;107;
;0;42;108;
;0;42;109;
;0;42;110;
;0;42;111;
;0;42;112;
;0;42;113;
;0;42;114;
;0;42;115;
;0;42;116;
;0;42;117;
;0;42;118;
;0;42;119;
;0;42;120;
;0;42;121;
;0;42;122;
;0;42;123;
;0;42;124;
;0;42;125;
;0;42;126;
;0;42;127;
;0;42;128;
;0;42;129;
;0;42;130;
;0;42;131;
;0;42;132;
;0;42;133;
;0;42;134;
;0;42;135;
;0;42;136;
;0;42;137;
;0;42;138;
;0;42;139;
;0;42;140;
;0;42;141;
;0;42;142;
;0;42;143;
;0;42;144;
;0;42;145;
;0;42;146;
;0;42;147;
;0;42;148;
;0;42;149;
;0;42;150;
;0;42;151;
;0;42;152;
;0;42;153;
;0;42;154;
;0;42;155;
;0;42;156;
;0;42;157;
;0;42;158;
